step	scenario_mode	event_id	event_type	event_name	start_step	end_step	intensity_0to1	probability_0to1	target	direction	description
30	birth_grant_only	BP03	政策	復帰キャリア・企業負担補正	18	83	0.70	1.00	企業・正規雇用・非正規雇用・子育て初期	雇用安定↑ 企業反発↓ 子ども意向↑	育休復帰、短時間勤務、配置転換、代替人員費を企業だけに背負わせず、構造持続会計で補正し、採用抑制や女性不利益を抑える。
30	birth_grant_only	BP04	政策	家族形成住居・教育費緩衝パッケージ	20	83	0.74	1.00	23-40歳・若者・低中所得層	住居安定↑ 教育費不安↓ 希望↑	住居、保育、教育費の長期不安を束ねて緩衝し、子どもを迎える判断が一時金だけで終わらないよう支える。
30	birth_grant_only	BP05	政策	出生非強制・監査ガードレール	15	83	0.68	1.00	全体	制度信頼↑ 反発↓ moral injury↓	非婚・非出産・単身・養育しない選択を不利益にせず、出生数ではなく選択可能条件を評価対象にする。若者の「産ませたいだけでは」という反発を監査する。
30	birth_grant_only	BP06	政策	財政・インフレ持続性監査	24	83	0.64	1.00	国家・金融・納税者・若者	財政不安↓ 制度信頼↑ 長期予見性↑	一時金と支援の財源、物価影響、対象公平性を継続監査し、金融システムを含む系の持続性が崩れた場合は自動補正する。
30	birth_grant_only	BP07	政策	希望経路の可視化と達成共有	30	83	0.76	1.00	若者・家族形成層・次世代コホート	希望↑ 連帯感↑ 自己効力感↑	住居、ケア、教育費、復帰キャリアが実際につながった事例を学校・企業・地域で共有し、少なくとも複数の代表エージェントが「自分たちでも未来を作れる」と感じる経路を観測する。
31	birth_grant_only	E03	ショック	地政学リスク上昇	12	36	0.60	0.70	全体	将来予見性↓ 制度信頼↓	国際緊張の継続で将来見通しが悪化し、長期意思決定が先送りされる。
31	birth_grant_only	E05	ショック	世界景気後退	24	42	0.75	0.60	全体	雇用安定↓ 制度信頼↓	輸出・投資の鈍化で求人が減少し、若年層のキャリア形成が不安定化。
31	birth_grant_only	E06	ショック	SNS悲観バイアス増幅	8	40	0.55	0.85	SNS高感受層	希望↓ 分断感↑	悲観情報が拡散しやすくなり、希望指数と相互信頼を押し下げる。
31	birth_grant_only	E07	ショック	介護需要急増	22	60	0.70	0.80	ケア責任層・地方・現役世代	ケア負担↑ 可処分時間↓ 希望↓	高齢化と家族介護の集中により、若者と現役世代の時間・所得・進路選択が圧迫される。
31	birth_grant_only	E08	ショック	医療提供体制ひっ迫	18	44	0.65	0.65	地方層・医療福祉層・高負荷層	制度信頼↓ メンタル負荷↑ 地域安定↓	医療人材不足と地域医療の縮小により、生活安心感と制度信頼が低下する。
31	birth_grant_only	E09	ショック	汎用ロボティクス普及による身体労働再編	12	60	0.62	0.75	製造・物流・小売・介護周辺	雇用安定↓ 生活コスト圧力↑	物流、製造、清掃、飲食、建設、介護補助などの身体労働でロボット導入が進み、地域産業と現場職の再編不安が広がる。
31	birth_grant_only	P04	政策	子育て初期一時金1000万円	15	45	0.75	1.00	子育て初期・結婚前後	子ども意向↑ 出生実行↑	出生前後の初期費用を大幅に緩和するが、短期の財政負荷と逆選択リスクがある。
31	birth_grant_only	BP01	政策	構造持続型出産一時金の上乗せ	15	60	0.82	1.00	子どもを望む家族形成層・将来家族形成層	子ども意向↑ 家計余力↑ 制度信頼↑	出生実績への成果報酬ではなく、望む人が子どもを迎えられる条件を整える目的で、妊娠・出産・初期育児の実費と所得喪失を一時金で緩衝する。
31	birth_grant_only	BP02	政策	産後休息・代替ケア保障	15	83	0.78	1.00	妊娠出産期・子育て初期・ケア責任層	時間余力↑ メンタル負荷↓ 出生圧力リスク↓	産後の休息、夜間支援、代替ケア、家事育児支援を公的に確保し、家族責任の固定化や母親だけへの負担集中を防ぐ。
31	birth_grant_only	BP03	政策	復帰キャリア・企業負担補正	18	83	0.70	1.00	企業・正規雇用・非正規雇用・子育て初期	雇用安定↑ 企業反発↓ 子ども意向↑	育休復帰、短時間勤務、配置転換、代替人員費を企業だけに背負わせず、構造持続会計で補正し、採用抑制や女性不利益を抑える。
31	birth_grant_only	BP04	政策	家族形成住居・教育費緩衝パッケージ	20	83	0.74	1.00	23-40歳・若者・低中所得層	住居安定↑ 教育費不安↓ 希望↑	住居、保育、教育費の長期不安を束ねて緩衝し、子どもを迎える判断が一時金だけで終わらないよう支える。
31	birth_grant_only	BP05	政策	出生非強制・監査ガードレール	15	83	0.68	1.00	全体	制度信頼↑ 反発↓ moral injury↓	非婚・非出産・単身・養育しない選択を不利益にせず、出生数ではなく選択可能条件を評価対象にする。若者の「産ませたいだけでは」という反発を監査する。
31	birth_grant_only	BP06	政策	財政・インフレ持続性監査	24	83	0.64	1.00	国家・金融・納税者・若者	財政不安↓ 制度信頼↑ 長期予見性↑	一時金と支援の財源、物価影響、対象公平性を継続監査し、金融システムを含む系の持続性が崩れた場合は自動補正する。
31	birth_grant_only	BP07	政策	希望経路の可視化と達成共有	30	83	0.76	1.00	若者・家族形成層・次世代コホート	希望↑ 連帯感↑ 自己効力感↑	住居、ケア、教育費、復帰キャリアが実際につながった事例を学校・企業・地域で共有し、少なくとも複数の代表エージェントが「自分たちでも未来を作れる」と感じる経路を観測する。
32	birth_grant_only	E03	ショック	地政学リスク上昇	12	36	0.60	0.70	全体	将来予見性↓ 制度信頼↓	国際緊張の継続で将来見通しが悪化し、長期意思決定が先送りされる。
32	birth_grant_only	E05	ショック	世界景気後退	24	42	0.75	0.60	全体	雇用安定↓ 制度信頼↓	輸出・投資の鈍化で求人が減少し、若年層のキャリア形成が不安定化。
32	birth_grant_only	E06	ショック	SNS悲観バイアス増幅	8	40	0.55	0.85	SNS高感受層	希望↓ 分断感↑	悲観情報が拡散しやすくなり、希望指数と相互信頼を押し下げる。
32	birth_grant_only	E07	ショック	介護需要急増	22	60	0.70	0.80	ケア責任層・地方・現役世代	ケア負担↑ 可処分時間↓ 希望↓	高齢化と家族介護の集中により、若者と現役世代の時間・所得・進路選択が圧迫される。
32	birth_grant_only	E08	ショック	医療提供体制ひっ迫	18	44	0.65	0.65	地方層・医療福祉層・高負荷層	制度信頼↓ メンタル負荷↑ 地域安定↓	医療人材不足と地域医療の縮小により、生活安心感と制度信頼が低下する。
32	birth_grant_only	E09	ショック	汎用ロボティクス普及による身体労働再編	12	60	0.62	0.75	製造・物流・小売・介護周辺	雇用安定↓ 生活コスト圧力↑	物流、製造、清掃、飲食、建設、介護補助などの身体労働でロボット導入が進み、地域産業と現場職の再編不安が広がる。
32	birth_grant_only	P04	政策	子育て初期一時金1000万円	15	45	0.75	1.00	子育て初期・結婚前後	子ども意向↑ 出生実行↑	出生前後の初期費用を大幅に緩和するが、短期の財政負荷と逆選択リスクがある。
32	birth_grant_only	BP01	政策	構造持続型出産一時金の上乗せ	15	60	0.82	1.00	子どもを望む家族形成層・将来家族形成層	子ども意向↑ 家計余力↑ 制度信頼↑	出生実績への成果報酬ではなく、望む人が子どもを迎えられる条件を整える目的で、妊娠・出産・初期育児の実費と所得喪失を一時金で緩衝する。
32	birth_grant_only	BP02	政策	産後休息・代替ケア保障	15	83	0.78	1.00	妊娠出産期・子育て初期・ケア責任層	時間余力↑ メンタル負荷↓ 出生圧力リスク↓	産後の休息、夜間支援、代替ケア、家事育児支援を公的に確保し、家族責任の固定化や母親だけへの負担集中を防ぐ。
32	birth_grant_only	BP03	政策	復帰キャリア・企業負担補正	18	83	0.70	1.00	企業・正規雇用・非正規雇用・子育て初期	雇用安定↑ 企業反発↓ 子ども意向↑	育休復帰、短時間勤務、配置転換、代替人員費を企業だけに背負わせず、構造持続会計で補正し、採用抑制や女性不利益を抑える。
32	birth_grant_only	BP04	政策	家族形成住居・教育費緩衝パッケージ	20	83	0.74	1.00	23-40歳・若者・低中所得層	住居安定↑ 教育費不安↓ 希望↑	住居、保育、教育費の長期不安を束ねて緩衝し、子どもを迎える判断が一時金だけで終わらないよう支える。
32	birth_grant_only	BP05	政策	出生非強制・監査ガードレール	15	83	0.68	1.00	全体	制度信頼↑ 反発↓ moral injury↓	非婚・非出産・単身・養育しない選択を不利益にせず、出生数ではなく選択可能条件を評価対象にする。若者の「産ませたいだけでは」という反発を監査する。
32	birth_grant_only	BP06	政策	財政・インフレ持続性監査	24	83	0.64	1.00	国家・金融・納税者・若者	財政不安↓ 制度信頼↑ 長期予見性↑	一時金と支援の財源、物価影響、対象公平性を継続監査し、金融システムを含む系の持続性が崩れた場合は自動補正する。
32	birth_grant_only	BP07	政策	希望経路の可視化と達成共有	30	83	0.76	1.00	若者・家族形成層・次世代コホート	希望↑ 連帯感↑ 自己効力感↑	住居、ケア、教育費、復帰キャリアが実際につながった事例を学校・企業・地域で共有し、少なくとも複数の代表エージェントが「自分たちでも未来を作れる」と感じる経路を観測する。
33	birth_grant_only	E03	ショック	地政学リスク上昇	12	36	0.60	0.70	全体	将来予見性↓ 制度信頼↓	国際緊張の継続で将来見通しが悪化し、長期意思決定が先送りされる。
33	birth_grant_only	E05	ショック	世界景気後退	24	42	0.75	0.60	全体	雇用安定↓ 制度信頼↓	輸出・投資の鈍化で求人が減少し、若年層のキャリア形成が不安定化。
33	birth_grant_only	E06	ショック	SNS悲観バイアス増幅	8	40	0.55	0.85	SNS高感受層	希望↓ 分断感↑	悲観情報が拡散しやすくなり、希望指数と相互信頼を押し下げる。
33	birth_grant_only	E07	ショック	介護需要急増	22	60	0.70	0.80	ケア責任層・地方・現役世代	ケア負担↑ 可処分時間↓ 希望↓	高齢化と家族介護の集中により、若者と現役世代の時間・所得・進路選択が圧迫される。
33	birth_grant_only	E08	ショック	医療提供体制ひっ迫	18	44	0.65	0.65	地方層・医療福祉層・高負荷層	制度信頼↓ メンタル負荷↑ 地域安定↓	医療人材不足と地域医療の縮小により、生活安心感と制度信頼が低下する。
33	birth_grant_only	E09	ショック	汎用ロボティクス普及による身体労働再編	12	60	0.62	0.75	製造・物流・小売・介護周辺	雇用安定↓ 生活コスト圧力↑	物流、製造、清掃、飲食、建設、介護補助などの身体労働でロボット導入が進み、地域産業と現場職の再編不安が広がる。
33	birth_grant_only	P04	政策	子育て初期一時金1000万円	15	45	0.75	1.00	子育て初期・結婚前後	子ども意向↑ 出生実行↑	出生前後の初期費用を大幅に緩和するが、短期の財政負荷と逆選択リスクがある。
33	birth_grant_only	BP01	政策	構造持続型出産一時金の上乗せ	15	60	0.82	1.00	子どもを望む家族形成層・将来家族形成層	子ども意向↑ 家計余力↑ 制度信頼↑	出生実績への成果報酬ではなく、望む人が子どもを迎えられる条件を整える目的で、妊娠・出産・初期育児の実費と所得喪失を一時金で緩衝する。
33	birth_grant_only	BP02	政策	産後休息・代替ケア保障	15	83	0.78	1.00	妊娠出産期・子育て初期・ケア責任層	時間余力↑ メンタル負荷↓ 出生圧力リスク↓	産後の休息、夜間支援、代替ケア、家事育児支援を公的に確保し、家族責任の固定化や母親だけへの負担集中を防ぐ。
33	birth_grant_only	BP03	政策	復帰キャリア・企業負担補正	18	83	0.70	1.00	企業・正規雇用・非正規雇用・子育て初期	雇用安定↑ 企業反発↓ 子ども意向↑	育休復帰、短時間勤務、配置転換、代替人員費を企業だけに背負わせず、構造持続会計で補正し、採用抑制や女性不利益を抑える。
33	birth_grant_only	BP04	政策	家族形成住居・教育費緩衝パッケージ	20	83	0.74	1.00	23-40歳・若者・低中所得層	住居安定↑ 教育費不安↓ 希望↑	住居、保育、教育費の長期不安を束ねて緩衝し、子どもを迎える判断が一時金だけで終わらないよう支える。
33	birth_grant_only	BP05	政策	出生非強制・監査ガードレール	15	83	0.68	1.00	全体	制度信頼↑ 反発↓ moral injury↓	非婚・非出産・単身・養育しない選択を不利益にせず、出生数ではなく選択可能条件を評価対象にする。若者の「産ませたいだけでは」という反発を監査する。
33	birth_grant_only	BP06	政策	財政・インフレ持続性監査	24	83	0.64	1.00	国家・金融・納税者・若者	財政不安↓ 制度信頼↑ 長期予見性↑	一時金と支援の財源、物価影響、対象公平性を継続監査し、金融システムを含む系の持続性が崩れた場合は自動補正する。
33	birth_grant_only	BP07	政策	希望経路の可視化と達成共有	30	83	0.76	1.00	若者・家族形成層・次世代コホート	希望↑ 連帯感↑ 自己効力感↑	住居、ケア、教育費、復帰キャリアが実際につながった事例を学校・企業・地域で共有し、少なくとも複数の代表エージェントが「自分たちでも未来を作れる」と感じる経路を観測する。
34	birth_grant_only	E03	ショック	地政学リスク上昇	12	36	0.60	0.70	全体	将来予見性↓ 制度信頼↓	国際緊張の継続で将来見通しが悪化し、長期意思決定が先送りされる。
34	birth_grant_only	E05	ショック	世界景気後退	24	42	0.75	0.60	全体	雇用安定↓ 制度信頼↓	輸出・投資の鈍化で求人が減少し、若年層のキャリア形成が不安定化。
34	birth_grant_only	E06	ショック	SNS悲観バイアス増幅	8	40	0.55	0.85	SNS高感受層	希望↓ 分断感↑	悲観情報が拡散しやすくなり、希望指数と相互信頼を押し下げる。
34	birth_grant_only	E07	ショック	介護需要急増	22	60	0.70	0.80	ケア責任層・地方・現役世代	ケア負担↑ 可処分時間↓ 希望↓	高齢化と家族介護の集中により、若者と現役世代の時間・所得・進路選択が圧迫される。
34	birth_grant_only	E08	ショック	医療提供体制ひっ迫	18	44	0.65	0.65	地方層・医療福祉層・高負荷層	制度信頼↓ メンタル負荷↑ 地域安定↓	医療人材不足と地域医療の縮小により、生活安心感と制度信頼が低下する。
34	birth_grant_only	E09	ショック	汎用ロボティクス普及による身体労働再編	12	60	0.62	0.75	製造・物流・小売・介護周辺	雇用安定↓ 生活コスト圧力↑	物流、製造、清掃、飲食、建設、介護補助などの身体労働でロボット導入が進み、地域産業と現場職の再編不安が広がる。
34	birth_grant_only	P04	政策	子育て初期一時金1000万円	15	45	0.75	1.00	子育て初期・結婚前後	子ども意向↑ 出生実行↑	出生前後の初期費用を大幅に緩和するが、短期の財政負荷と逆選択リスクがある。
34	birth_grant_only	BP01	政策	構造持続型出産一時金の上乗せ	15	60	0.82	1.00	子どもを望む家族形成層・将来家族形成層	子ども意向↑ 家計余力↑ 制度信頼↑	出生実績への成果報酬ではなく、望む人が子どもを迎えられる条件を整える目的で、妊娠・出産・初期育児の実費と所得喪失を一時金で緩衝する。
34	birth_grant_only	BP02	政策	産後休息・代替ケア保障	15	83	0.78	1.00	妊娠出産期・子育て初期・ケア責任層	時間余力↑ メンタル負荷↓ 出生圧力リスク↓	産後の休息、夜間支援、代替ケア、家事育児支援を公的に確保し、家族責任の固定化や母親だけへの負担集中を防ぐ。
34	birth_grant_only	BP03	政策	復帰キャリア・企業負担補正	18	83	0.70	1.00	企業・正規雇用・非正規雇用・子育て初期	雇用安定↑ 企業反発↓ 子ども意向↑	育休復帰、短時間勤務、配置転換、代替人員費を企業だけに背負わせず、構造持続会計で補正し、採用抑制や女性不利益を抑える。
34	birth_grant_only	BP04	政策	家族形成住居・教育費緩衝パッケージ	20	83	0.74	1.00	23-40歳・若者・低中所得層	住居安定↑ 教育費不安↓ 希望↑	住居、保育、教育費の長期不安を束ねて緩衝し、子どもを迎える判断が一時金だけで終わらないよう支える。
34	birth_grant_only	BP05	政策	出生非強制・監査ガードレール	15	83	0.68	1.00	全体	制度信頼↑ 反発↓ moral injury↓	非婚・非出産・単身・養育しない選択を不利益にせず、出生数ではなく選択可能条件を評価対象にする。若者の「産ませたいだけでは」という反発を監査する。
34	birth_grant_only	BP06	政策	財政・インフレ持続性監査	24	83	0.64	1.00	国家・金融・納税者・若者	財政不安↓ 制度信頼↑ 長期予見性↑	一時金と支援の財源、物価影響、対象公平性を継続監査し、金融システムを含む系の持続性が崩れた場合は自動補正する。
34	birth_grant_only	BP07	政策	希望経路の可視化と達成共有	30	83	0.76	1.00	若者・家族形成層・次世代コホート	希望↑ 連帯感↑ 自己効力感↑	住居、ケア、教育費、復帰キャリアが実際につながった事例を学校・企業・地域で共有し、少なくとも複数の代表エージェントが「自分たちでも未来を作れる」と感じる経路を観測する。
35	birth_grant_only	E03	ショック	地政学リスク上昇	12	36	0.60	0.70	全体	将来予見性↓ 制度信頼↓	国際緊張の継続で将来見通しが悪化し、長期意思決定が先送りされる。
35	birth_grant_only	E05	ショック	世界景気後退	24	42	0.75	0.60	全体	雇用安定↓ 制度信頼↓	輸出・投資の鈍化で求人が減少し、若年層のキャリア形成が不安定化。
35	birth_grant_only	E06	ショック	SNS悲観バイアス増幅	8	40	0.55	0.85	SNS高感受層	希望↓ 分断感↑	悲観情報が拡散しやすくなり、希望指数と相互信頼を押し下げる。
35	birth_grant_only	E07	ショック	介護需要急増	22	60	0.70	0.80	ケア責任層・地方・現役世代	ケア負担↑ 可処分時間↓ 希望↓	高齢化と家族介護の集中により、若者と現役世代の時間・所得・進路選択が圧迫される。
35	birth_grant_only	E08	ショック	医療提供体制ひっ迫	18	44	0.65	0.65	地方層・医療福祉層・高負荷層	制度信頼↓ メンタル負荷↑ 地域安定↓	医療人材不足と地域医療の縮小により、生活安心感と制度信頼が低下する。
35	birth_grant_only	E09	ショック	汎用ロボティクス普及による身体労働再編	12	60	0.62	0.75	製造・物流・小売・介護周辺	雇用安定↓ 生活コスト圧力↑	物流、製造、清掃、飲食、建設、介護補助などの身体労働でロボット導入が進み、地域産業と現場職の再編不安が広がる。
35	birth_grant_only	P04	政策	子育て初期一時金1000万円	15	45	0.75	1.00	子育て初期・結婚前後	子ども意向↑ 出生実行↑	出生前後の初期費用を大幅に緩和するが、短期の財政負荷と逆選択リスクがある。
35	birth_grant_only	BP01	政策	構造持続型出産一時金の上乗せ	15	60	0.82	1.00	子どもを望む家族形成層・将来家族形成層	子ども意向↑ 家計余力↑ 制度信頼↑	出生実績への成果報酬ではなく、望む人が子どもを迎えられる条件を整える目的で、妊娠・出産・初期育児の実費と所得喪失を一時金で緩衝する。
35	birth_grant_only	BP02	政策	産後休息・代替ケア保障	15	83	0.78	1.00	妊娠出産期・子育て初期・ケア責任層	時間余力↑ メンタル負荷↓ 出生圧力リスク↓	産後の休息、夜間支援、代替ケア、家事育児支援を公的に確保し、家族責任の固定化や母親だけへの負担集中を防ぐ。
35	birth_grant_only	BP03	政策	復帰キャリア・企業負担補正	18	83	0.70	1.00	企業・正規雇用・非正規雇用・子育て初期	雇用安定↑ 企業反発↓ 子ども意向↑	育休復帰、短時間勤務、配置転換、代替人員費を企業だけに背負わせず、構造持続会計で補正し、採用抑制や女性不利益を抑える。
35	birth_grant_only	BP04	政策	家族形成住居・教育費緩衝パッケージ	20	83	0.74	1.00	23-40歳・若者・低中所得層	住居安定↑ 教育費不安↓ 希望↑	住居、保育、教育費の長期不安を束ねて緩衝し、子どもを迎える判断が一時金だけで終わらないよう支える。
35	birth_grant_only	BP05	政策	出生非強制・監査ガードレール	15	83	0.68	1.00	全体	制度信頼↑ 反発↓ moral injury↓	非婚・非出産・単身・養育しない選択を不利益にせず、出生数ではなく選択可能条件を評価対象にする。若者の「産ませたいだけでは」という反発を監査する。
35	birth_grant_only	BP06	政策	財政・インフレ持続性監査	24	83	0.64	1.00	国家・金融・納税者・若者	財政不安↓ 制度信頼↑ 長期予見性↑	一時金と支援の財源、物価影響、対象公平性を継続監査し、金融システムを含む系の持続性が崩れた場合は自動補正する。
35	birth_grant_only	BP07	政策	希望経路の可視化と達成共有	30	83	0.76	1.00	若者・家族形成層・次世代コホート	希望↑ 連帯感↑ 自己効力感↑	住居、ケア、教育費、復帰キャリアが実際につながった事例を学校・企業・地域で共有し、少なくとも複数の代表エージェントが「自分たちでも未来を作れる」と感じる経路を観測する。
36	birth_grant_only	E03	ショック	地政学リスク上昇	12	36	0.60	0.70	全体	将来予見性↓ 制度信頼↓	国際緊張の継続で将来見通しが悪化し、長期意思決定が先送りされる。
36	birth_grant_only	E05	ショック	世界景気後退	24	42	0.75	0.60	全体	雇用安定↓ 制度信頼↓	輸出・投資の鈍化で求人が減少し、若年層のキャリア形成が不安定化。
36	birth_grant_only	E06	ショック	SNS悲観バイアス増幅	8	40	0.55	0.85	SNS高感受層	希望↓ 分断感↑	悲観情報が拡散しやすくなり、希望指数と相互信頼を押し下げる。
36	birth_grant_only	E07	ショック	介護需要急増	22	60	0.70	0.80	ケア責任層・地方・現役世代	ケア負担↑ 可処分時間↓ 希望↓	高齢化と家族介護の集中により、若者と現役世代の時間・所得・進路選択が圧迫される。
36	birth_grant_only	E08	ショック	医療提供体制ひっ迫	18	44	0.65	0.65	地方層・医療福祉層・高負荷層	制度信頼↓ メンタル負荷↑ 地域安定↓	医療人材不足と地域医療の縮小により、生活安心感と制度信頼が低下する。
36	birth_grant_only	E09	ショック	汎用ロボティクス普及による身体労働再編	12	60	0.62	0.75	製造・物流・小売・介護周辺	雇用安定↓ 生活コスト圧力↑	物流、製造、清掃、飲食、建設、介護補助などの身体労働でロボット導入が進み、地域産業と現場職の再編不安が広がる。
36	birth_grant_only	P04	政策	子育て初期一時金1000万円	15	45	0.75	1.00	子育て初期・結婚前後	子ども意向↑ 出生実行↑	出生前後の初期費用を大幅に緩和するが、短期の財政負荷と逆選択リスクがある。
36	birth_grant_only	BP01	政策	構造持続型出産一時金の上乗せ	15	60	0.82	1.00	子どもを望む家族形成層・将来家族形成層	子ども意向↑ 家計余力↑ 制度信頼↑	出生実績への成果報酬ではなく、望む人が子どもを迎えられる条件を整える目的で、妊娠・出産・初期育児の実費と所得喪失を一時金で緩衝する。
36	birth_grant_only	BP02	政策	産後休息・代替ケア保障	15	83	0.78	1.00	妊娠出産期・子育て初期・ケア責任層	時間余力↑ メンタル負荷↓ 出生圧力リスク↓	産後の休息、夜間支援、代替ケア、家事育児支援を公的に確保し、家族責任の固定化や母親だけへの負担集中を防ぐ。
36	birth_grant_only	BP03	政策	復帰キャリア・企業負担補正	18	83	0.70	1.00	企業・正規雇用・非正規雇用・子育て初期	雇用安定↑ 企業反発↓ 子ども意向↑	育休復帰、短時間勤務、配置転換、代替人員費を企業だけに背負わせず、構造持続会計で補正し、採用抑制や女性不利益を抑える。
36	birth_grant_only	BP04	政策	家族形成住居・教育費緩衝パッケージ	20	83	0.74	1.00	23-40歳・若者・低中所得層	住居安定↑ 教育費不安↓ 希望↑	住居、保育、教育費の長期不安を束ねて緩衝し、子どもを迎える判断が一時金だけで終わらないよう支える。
36	birth_grant_only	BP05	政策	出生非強制・監査ガードレール	15	83	0.68	1.00	全体	制度信頼↑ 反発↓ moral injury↓	非婚・非出産・単身・養育しない選択を不利益にせず、出生数ではなく選択可能条件を評価対象にする。若者の「産ませたいだけでは」という反発を監査する。
36	birth_grant_only	BP06	政策	財政・インフレ持続性監査	24	83	0.64	1.00	国家・金融・納税者・若者	財政不安↓ 制度信頼↑ 長期予見性↑	一時金と支援の財源、物価影響、対象公平性を継続監査し、金融システムを含む系の持続性が崩れた場合は自動補正する。
36	birth_grant_only	BP07	政策	希望経路の可視化と達成共有	30	83	0.76	1.00	若者・家族形成層・次世代コホート	希望↑ 連帯感↑ 自己効力感↑	住居、ケア、教育費、復帰キャリアが実際につながった事例を学校・企業・地域で共有し、少なくとも複数の代表エージェントが「自分たちでも未来を作れる」と感じる経路を観測する。
37	birth_grant_only	E05	ショック	世界景気後退	24	42	0.75	0.60	全体	雇用安定↓ 制度信頼↓	輸出・投資の鈍化で求人が減少し、若年層のキャリア形成が不安定化。
37	birth_grant_only	E06	ショック	SNS悲観バイアス増幅	8	40	0.55	0.85	SNS高感受層	希望↓ 分断感↑	悲観情報が拡散しやすくなり、希望指数と相互信頼を押し下げる。
37	birth_grant_only	E07	ショック	介護需要急増	22	60	0.70	0.80	ケア責任層・地方・現役世代	ケア負担↑ 可処分時間↓ 希望↓	高齢化と家族介護の集中により、若者と現役世代の時間・所得・進路選択が圧迫される。
37	birth_grant_only	E08	ショック	医療提供体制ひっ迫	18	44	0.65	0.65	地方層・医療福祉層・高負荷層	制度信頼↓ メンタル負荷↑ 地域安定↓	医療人材不足と地域医療の縮小により、生活安心感と制度信頼が低下する。
37	birth_grant_only	E09	ショック	汎用ロボティクス普及による身体労働再編	12	60	0.62	0.75	製造・物流・小売・介護周辺	雇用安定↓ 生活コスト圧力↑	物流、製造、清掃、飲食、建設、介護補助などの身体労働でロボット導入が進み、地域産業と現場職の再編不安が広がる。
37	birth_grant_only	P04	政策	子育て初期一時金1000万円	15	45	0.75	1.00	子育て初期・結婚前後	子ども意向↑ 出生実行↑	出生前後の初期費用を大幅に緩和するが、短期の財政負荷と逆選択リスクがある。
37	birth_grant_only	BP01	政策	構造持続型出産一時金の上乗せ	15	60	0.82	1.00	子どもを望む家族形成層・将来家族形成層	子ども意向↑ 家計余力↑ 制度信頼↑	出生実績への成果報酬ではなく、望む人が子どもを迎えられる条件を整える目的で、妊娠・出産・初期育児の実費と所得喪失を一時金で緩衝する。
37	birth_grant_only	BP02	政策	産後休息・代替ケア保障	15	83	0.78	1.00	妊娠出産期・子育て初期・ケア責任層	時間余力↑ メンタル負荷↓ 出生圧力リスク↓	産後の休息、夜間支援、代替ケア、家事育児支援を公的に確保し、家族責任の固定化や母親だけへの負担集中を防ぐ。
37	birth_grant_only	BP03	政策	復帰キャリア・企業負担補正	18	83	0.70	1.00	企業・正規雇用・非正規雇用・子育て初期	雇用安定↑ 企業反発↓ 子ども意向↑	育休復帰、短時間勤務、配置転換、代替人員費を企業だけに背負わせず、構造持続会計で補正し、採用抑制や女性不利益を抑える。
37	birth_grant_only	BP04	政策	家族形成住居・教育費緩衝パッケージ	20	83	0.74	1.00	23-40歳・若者・低中所得層	住居安定↑ 教育費不安↓ 希望↑	住居、保育、教育費の長期不安を束ねて緩衝し、子どもを迎える判断が一時金だけで終わらないよう支える。
37	birth_grant_only	BP05	政策	出生非強制・監査ガードレール	15	83	0.68	1.00	全体	制度信頼↑ 反発↓ moral injury↓	非婚・非出産・単身・養育しない選択を不利益にせず、出生数ではなく選択可能条件を評価対象にする。若者の「産ませたいだけでは」という反発を監査する。
37	birth_grant_only	BP06	政策	財政・インフレ持続性監査	24	83	0.64	1.00	国家・金融・納税者・若者	財政不安↓ 制度信頼↑ 長期予見性↑	一時金と支援の財源、物価影響、対象公平性を継続監査し、金融システムを含む系の持続性が崩れた場合は自動補正する。
37	birth_grant_only	BP07	政策	希望経路の可視化と達成共有	30	83	0.76	1.00	若者・家族形成層・次世代コホート	希望↑ 連帯感↑ 自己効力感↑	住居、ケア、教育費、復帰キャリアが実際につながった事例を学校・企業・地域で共有し、少なくとも複数の代表エージェントが「自分たちでも未来を作れる」と感じる経路を観測する。
38	birth_grant_only	E05	ショック	世界景気後退	24	42	0.75	0.60	全体	雇用安定↓ 制度信頼↓	輸出・投資の鈍化で求人が減少し、若年層のキャリア形成が不安定化。
38	birth_grant_only	E06	ショック	SNS悲観バイアス増幅	8	40	0.55	0.85	SNS高感受層	希望↓ 分断感↑	悲観情報が拡散しやすくなり、希望指数と相互信頼を押し下げる。
38	birth_grant_only	E07	ショック	介護需要急増	22	60	0.70	0.80	ケア責任層・地方・現役世代	ケア負担↑ 可処分時間↓ 希望↓	高齢化と家族介護の集中により、若者と現役世代の時間・所得・進路選択が圧迫される。
38	birth_grant_only	E08	ショック	医療提供体制ひっ迫	18	44	0.65	0.65	地方層・医療福祉層・高負荷層	制度信頼↓ メンタル負荷↑ 地域安定↓	医療人材不足と地域医療の縮小により、生活安心感と制度信頼が低下する。
38	birth_grant_only	E09	ショック	汎用ロボティクス普及による身体労働再編	12	60	0.62	0.75	製造・物流・小売・介護周辺	雇用安定↓ 生活コスト圧力↑	物流、製造、清掃、飲食、建設、介護補助などの身体労働でロボット導入が進み、地域産業と現場職の再編不安が広がる。
38	birth_grant_only	P04	政策	子育て初期一時金1000万円	15	45	0.75	1.00	子育て初期・結婚前後	子ども意向↑ 出生実行↑	出生前後の初期費用を大幅に緩和するが、短期の財政負荷と逆選択リスクがある。
