イベントID	step	区分	イベント名	強度_0to1	対象	主な影響方向	発生源	関連国	日本社会状態	若者への入力文
FB051	38	社会反応	制度要求の可視化	0.28	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労72.3、公平感欠損42.9、生活防衛39.3	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB051	38	社会反応	制度要求の可視化	0.28	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労72.3、公平感欠損42.9、生活防衛39.3	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB052	38	社会反応	生活防衛シフト	0.64	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労72.3、公平感欠損42.9、生活防衛39.3	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB052	38	社会反応	生活防衛シフト	0.64	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労72.3、公平感欠損42.9、生活防衛39.3	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE038	38	組織判断	企業・組織の採用育成判断	0.47	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	首都圏業務支援株式会社: 新卒は最小維持。中途はAI運用・顧客折衝を厚く / 未来通信システム株式会社: 新卒は説明・監査素養を厳選、中途は対外運用を厚く / さくら在宅ケア株式会社: 新卒は少数継続。復職・紹介・短時間を増やし欠員補充	首都圏業務支援株式会社: 新卒枠が細り不安対応スキルが評価軸に寄る / 未来通信システム株式会社: 選別不安が強まり、説明力・監査志向の志望が増える / さくら在宅ケア株式会社: 教育は手厚いが緊張増。説明力評価が上がり定着に差 現役側には 首都圏業務支援株式会社: 現場は監督・説明負荷増。再配置で摩擦も増える / 未来通信システム株式会社: 対外説明とガバナンス負荷が増え、再学習が常態化 / さくら在宅ケア株式会社: 説明・記録負担が減る一方、監修責任と緊急対応が増える
PL037_01	38	政策探索	施策棚卸し8週＋通知を緊急/定期の二系統に固定	0.52	注意層（情報過敏/制度不信）＋現役納税層＋対象外感が強い層	政策疲労↓ 情報過負荷↓ 誤解↓ 制度信頼↑ 手続き到達↑	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が天井で、SNS不安×政策疲労が手続き不信と対象外反発を再燃させている	制度は次々変わり、結局どれが自分に関係あるのか追えない不安が強い
PL037_02	38	政策探索	副作用・異議申立の週次公開ダッシュボード（停止条件連動）	0.58	注意層（監視懸念/制度不信）＋現役納税層＋非婚/非出産選択者＋妊娠中〜産後1年当事者	副作用圧↓ 公平感↑ 制度信頼↑ 財政不安の増幅↓ 二極化↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が天井で、SNS不安×政策疲労が手続き不信と対象外反発を再燃させている	うまくいかなかった時に止まる仕組みが見えないと、全部が不信に見えてしまう
FB053	39	社会反応	制度要求の可視化	0.42	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労70.7、生活防衛43.9、公平感欠損42.1	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB053	39	社会反応	制度要求の可視化	0.42	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労70.7、生活防衛43.9、公平感欠損42.1	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB054	39	社会反応	生活防衛シフト	0.72	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労70.7、生活防衛43.9、公平感欠損42.1	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB054	39	社会反応	生活防衛シフト	0.72	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労70.7、生活防衛43.9、公平感欠損42.1	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE039	39	組織判断	企業・組織の採用育成判断	0.49	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	首都圏業務支援株式会社: 新卒は最小維持。中途は不安対応・監督を重点 / 未来通信システム株式会社: 新卒は説明・監査素養重視で厳選、中途は運用信頼系を厚く / 北関東精密加工株式会社: 新卒小枠維持。中途は保全/品質軸で厳選、派遣で吸収	首都圏業務支援株式会社: 安心志向が強まり、厳選採用と監督業務の比重が増す / 未来通信システム株式会社: AI適性選別不安が増す一方、説明・監査系の新しい入口が開く / 北関東精密加工株式会社: 将来不安が増すが、現場での見える技能経路は強まる 現役側には 首都圏業務支援株式会社: 説明責任・承認負荷が増え、精神的摩耗と再配置が進む / 未来通信システム株式会社: 誤情報対応・監査負荷が増え、運用職の再学習と心理負担が上がる / 北関東精密加工株式会社: 再配置と兼務で負荷増。安定志向は強まるが離職抑制
PL038_01	39	政策探索	週次ダッシュボードの切り取り耐性・非監視明確化	0.62	注意層（監視懸念/制度不信/情報過敏）＋現役納税層＋非婚/非出産選択者＋当事者	制度信頼↑ 公平感↑ 二極化↓ 財政不安の増幅↓ 副作用圧↓	LLM政策探索/構造持続あり+伴走支援	日本	注意層48%で政策疲労72.3と副作用圧100が限界。SNS不安で切り取り拡散→不信と対象外反発が再燃しやすい。	数字が出ても、また叩き合いと監視に使われる気がして信じきれない。
PL038_02	39	政策探索	通知の緊急/定期二系統の“定期枠”を隔週へ簡素化	0.52	注意層（情報過敏/制度不信）＋対象外感が強い層＋現役納税層	政策疲労↓ 情報過負荷↓ 誤解↓ 制度信頼↑ 手続き到達↑	LLM政策探索/構造持続あり+伴走支援	日本	注意層48%で政策疲労72.3と副作用圧100が限界。SNS不安で切り取り拡散→不信と対象外反発が再燃しやすい。	必要なのは分かるけど通知が多いほど全部怖くなって見なくなる。
WE041	39	世界イベント	間接衝突拡大	0.72	全体	地政学リスク↑ SNS不安↑	国家LLMリスク段階	北朝鮮	ステップ39: SNS不安増幅が90.0。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は16.2。	北朝鮮の間接衝突化により、SNS上の不安と将来予見性の低下が強まる。
WE042	39	世界イベント	AI雇用不安増幅の悪化	0.80	全体	希望経路↓ 自己効力感↓	雇用不確実性	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ39: SNS不安増幅が90.0。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は16.2。	AIと景気の不確実性により、努力が報われる経路が見えにくくなる。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
FB055	40	社会反応	制度要求の可視化	0.31	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労70.9、公平感欠損42.4、生活防衛40.2	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB055	40	社会反応	制度要求の可視化	0.31	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労70.9、公平感欠損42.4、生活防衛40.2	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB056	40	社会反応	生活防衛シフト	0.65	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労70.9、公平感欠損42.4、生活防衛40.2	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB056	40	社会反応	生活防衛シフト	0.65	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労70.9、公平感欠損42.4、生活防衛40.2	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE040	40	組織判断	企業・組織の採用育成判断	0.45	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	首都圏業務支援株式会社: 新卒は最小維持。中途は不安対応SOP運用を優先 / 未来通信システム株式会社: 新卒は説明・監査素養で厳選、中途は運用信頼系を増強 / 桐野市産業雇用課: 重点業種の採用補助は維持。風評被害の火消し伴走を追加	首都圏業務支援株式会社: 採用枠は狭いが、AI運用スキルの可視化機会は増える / 未来通信システム株式会社: 採用選別が強まり不安増、説明・監査型の入口が増える / 桐野市産業雇用課: 就活のSNS不安が増えるが、伴走で離脱を抑える 現役側には 首都圏業務支援株式会社: 監督・承認業務が増え負荷上昇、再教育圧力も強まる / 未来通信システム株式会社: 説明責任と再学習負荷が増す一方、配置転換で雇用は守られる / 桐野市産業雇用課: 配置転換不安が高まるが、相談導線で再学習を促進
PL039_01	40	政策探索	ダッシュボードの地域比較抑制＋誤解即時訂正枠	0.62	注意層（監視懸念/制度不信/情報過敏）＋現役納税層＋非婚/非出産選択者	制度信頼↑ 二極化↓ 政策疲労↓ 副作用圧↓ 公平感↑	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が極大で疲労も高止まり。SNS不安下で切り取りが二極化と不信を増幅。	数字が拡散されるほど監視や分断が進む気がして、制度に近づくほど消耗する。
FB057	41	社会反応	制度要求の可視化	0.36	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労72.9、公平感欠損42.4、生活防衛40.5	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB057	41	社会反応	制度要求の可視化	0.36	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労72.9、公平感欠損42.4、生活防衛40.5	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB058	41	社会反応	生活防衛シフト	0.66	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労72.9、公平感欠損42.4、生活防衛40.5	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB058	41	社会反応	生活防衛シフト	0.66	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労72.9、公平感欠損42.4、生活防衛40.5	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE041	41	組織判断	企業・組織の採用育成判断	0.42	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒は説明・監査素養で厳選、中途は危機対応運用を増強 / 首都圏業務支援株式会社: 新卒は最小維持。中途は監査・運用設計を厚く / 桐野市産業雇用課: 重点業種の採用補助は維持。SNS不安の説明会を常設	未来通信システム株式会社: 説明・監査型の適性評価が強まり、選別不安が増える / 首都圏業務支援株式会社: 即戦力偏重で入口が狭まり、実務型育成に偏る / 桐野市産業雇用課: 就活不安が増すが、説明会と相談で安心が戻りやすい 現役側には 未来通信システム株式会社: 炎上対応と根拠提示が常務化し、再学習負荷が増す / 首都圏業務支援株式会社: 監査・説明責任が増え、運用負荷と再学習が上がる / 桐野市産業雇用課: 再配置と学び直し需要が増加。生活不安の早期支援が鍵
PL039_02	41	政策探索	社会維持活動のnat報酬（子育て以外も含む上限付き）	0.58	対象外感が強い層＋現役納税層＋若年単身/非婚層＋ケア提供者	公平感↑ 対象外反発↓ 制度信頼↑ 生活防衛↑ 中立→良好移行↑	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が極大で疲労も高止まり。SNS不安下で切り取りが二極化と不信を増幅。	子育て支援だけが正義みたいに見えると、自分の生活の貢献が無視されている感じがして遠ざかる。
PL040_01	41	政策探索	生活防衛連動の妊娠〜産後緩衝ワンストップ（上限・停止条件付き）	0.62	注意層（手続き離脱/不安増幅）＋妊娠中〜産後1年当事者＋雇用不安の若年層	生活防衛圧↓ 手続き到達↑ ケア負担↓ 制度信頼↑ 二極化↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が最大で政策疲労も高止まり。対象外感と不安増幅で信頼が伸びにくい。	物価と雇用が不安で、子ども以前に『急変時の穴埋め』が見えない社会に感じる。
PL040_02	41	政策探索	社会維持活動のnatミニ報酬（全員参加・選択制）	0.50	対象外感が強い層＋現役納税層＋非婚/非出産選択者＋若年層	公平感↑ 対象外反発↓ 制度信頼↑ 生活防衛圧↓ 政策疲労↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が最大で政策疲労も高止まり。対象外感と不安増幅で信頼が伸びにくい。	『子どもを持たない側は置いていかれる』という空気が強いほど、制度全体を信用しにくい。
FB059	42	社会反応	制度要求の可視化	0.27	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労73.6、公平感欠損41.3、生活防衛37.8	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB059	42	社会反応	制度要求の可視化	0.27	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労73.6、公平感欠損41.3、生活防衛37.8	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB060	42	社会反応	生活防衛シフト	0.61	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労73.6、公平感欠損41.3、生活防衛37.8	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB060	42	社会反応	生活防衛シフト	0.61	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労73.6、公平感欠損41.3、生活防衛37.8	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE042	42	組織判断	企業・組織の採用育成判断	0.45	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	首都圏業務支援株式会社: 新卒は最小維持。中途は不安対応設計と監査を厚く / 未来通信システム株式会社: 新卒は説明・監査素養で厳選、危機対応の中途を増やす / 関東広域ロジスティクス株式会社: 新卒は監督・保全候補を維持。中途は運行・保守・DX即戦力を厚く	首都圏業務支援株式会社: 将来不安が強まり志望が二極化。説明力スキルは伸びる / 未来通信システム株式会社: 採用厳選で不安増、説明・監査型スキル学習が進む / 関東広域ロジスティクス株式会社: 採用枠は狭いが技能の見通しが明確化。不安局面は説明不足で離職誘発 現役側には 首都圏業務支援株式会社: 監査・説明負荷が増え疲弊。配置転換で学び直し圧力 / 未来通信システム株式会社: 再配置と役割再定義が進み、運用・説明負荷が増える / 関東広域ロジスティクス株式会社: 配置転換と再学習負荷が増える一方、雇用維持で急な失職不安は抑制
PL041_01	42	政策探索	nat報酬の不正抑止＋申請負荷1枚化	0.62	対象外感が強い層＋現役納税層＋若年単身/非婚層＋ケア提供者	公平感↑ 対象外反発↓ 制度信頼↑ 副作用圧↓ 政策疲労↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が極大でSNS不安×政策疲労が増幅。公平感は未回復で対象外反発が残る。	不安が強いのに制度は複雑で、どれも自分に関係あるのか分からない。
PL041_02	42	政策探索	妊娠〜産後緩衝の段階導入（通知・窓口を一本化）	0.52	妊娠中〜産後1年当事者＋注意層（手続き離脱/不安増幅）＋雇用不安の若年層	生活防衛圧↓ 手続き到達↑ ケア負担↓ 二極化↓ 制度信頼↑	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が極大でSNS不安×政策疲労が増幅。公平感は未回復で対象外反発が残る。	仕事も先が読めず、妊娠や手続きのリスクだけが目立って踏み出せない。
WE043	42	世界イベント	AI雇用不安増幅の悪化	0.81	全体	希望経路↓ 自己効力感↓	雇用不確実性	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ42: SNS不安増幅が86.6。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は19.2。	AIと景気の不確実性により、努力が報われる経路が見えにくくなる。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
WE044	42	世界イベント	地政学SNS不安拡散の高止まり	0.82	全体	不安↑ 怒り↑ 逃避行動↑ 慢性負荷↑	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ42: SNS不安増幅が86.6。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は19.2。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。 新しい事件というより、高い不安が続いて疲労感を生む。
WE045	42	制度制約	財政制約による支援遅れの高止まり	1.00	全体	制度信頼↓ 裏切られ感↑ 慢性負荷↑	日本社会状態	日本	ステップ42: SNS不安増幅が86.6。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は19.2。	財政圧力により若者支援や生活支援が遅れ、制度への失望が出やすい。 新しい事件というより、高い不安が続いて疲労感を生む。
FB061	43	社会反応	制度要求の可視化	0.34	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労74.6、公平感欠損41.6、生活防衛38.4	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB061	43	社会反応	制度要求の可視化	0.34	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労74.6、公平感欠損41.6、生活防衛38.4	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB062	43	社会反応	生活防衛シフト	0.62	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労74.6、公平感欠損41.6、生活防衛38.4	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB062	43	社会反応	生活防衛シフト	0.62	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労74.6、公平感欠損41.6、生活防衛38.4	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE043	43	組織判断	企業・組織の採用育成判断	0.49	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	首都圏業務支援株式会社: 新卒枠は維持し厳選。中途は監査設計・危機対応を優先 / 関東広域ロジスティクス株式会社: 新卒は監督・保全・配車補佐を維持。中途は保守・運行・DXを優先 / 未来通信システム株式会社: 新卒は説明・監査素養で厳選、運用中途を増やす	首都圏業務支援株式会社: 厳選採用で不安増。だが危機対応スキル獲得の機会は増える / 関東広域ロジスティクス株式会社: 保全・運行・DX補佐の入口は残るが、配属先選別と不安が増える / 未来通信システム株式会社: 不安下で選別感が増すが、説明・監査職の入口が増える 現役側には 首都圏業務支援株式会社: 監査・説明責任が増え負荷上昇。再配置で職務転換が進む / 関東広域ロジスティクス株式会社: 現場に再学習と多能工化が波及。情報不安で離職リスクが上がる / 未来通信システム株式会社: 運用・顧客説明の負荷増、再学習と職務転換が常態化
PL042_01	43	政策探索	申請・通知の月1まとめ標準（緊急のみ別）＋共通ワンストップUI	0.60	注意層（情報過敏/制度不信/手続き離脱）＋妊娠中〜産後1年当事者＋若年単身/非婚層	政策疲労↓ 手続き到達↑ 制度信頼↑ 対象外反発↓ 副作用圧↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が天井、政策疲労も高止まり。増設より統合・簡素化と異議処理が先。	情報が多すぎて何をすれば得か分からず、結局何もしないのが安全に感じる。
PL042_02	43	政策探索	異議申立の即日仮決定（停止条件連動）＋非強制説明の定型化	0.55	注意層（監視懸念/不公平感）＋現役納税層＋非婚/非出産選択者＋当事者	副作用圧↓ 公平感↑ 制度信頼↑ 二極化↓ 政策疲労↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が天井、政策疲労も高止まり。増設より統合・簡素化と異議処理が先。	制度が間違っても訂正に時間がかかると思うと、最初から関わりたくなくなる。
WE046	43	世界イベント	半導体・計算資源制約の悪化	0.76	全体	学習機会格差↑ 雇用不安↑	計算資源制約	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ43: SNS不安増幅が87.5。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は18.1。	計算資源と半導体制約により、AI利用格差と進路不安が広がる。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
FB063	44	社会反応	制度要求の可視化	0.27	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労72.4、公平感欠損40.1、生活防衛36.7	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB063	44	社会反応	制度要求の可視化	0.27	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労72.4、公平感欠損40.1、生活防衛36.7	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB064	44	社会反応	生活防衛シフト	0.59	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労72.4、公平感欠損40.1、生活防衛36.7	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB064	44	社会反応	生活防衛シフト	0.59	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労72.4、公平感欠損40.1、生活防衛36.7	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE044	44	組織判断	企業・組織の採用育成判断	0.44	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	首都圏業務支援株式会社: 新卒は少数維持。中途は監査設計・運用統制を増やす / 桐野市産業雇用課: 重点業種の採用補助は維持。SNS不安対策の説明会を増便 / 北関東精密加工株式会社: 新卒は小枠維持。中途は保全/電力管理/ロボ保守。派遣で調整	首都圏業務支援株式会社: 選別は強まるが、監査運用系の入口は残る / 桐野市産業雇用課: 不安情報に揺れやすくなるが、基礎教育で就業選択が安定 / 北関東精密加工株式会社: 生活コスト不安で辞退増。技能見える化は定着を後押し 現役側には 首都圏業務支援株式会社: 運用統制・危機対応へ再配置と再学習負荷が増す / 桐野市産業雇用課: 生活費圧で転職志向↑。再配置支援で離職は一部抑制 / 北関東精密加工株式会社: 電力費圧力で残業減。保全・省エネ・ロボ運用の役割が増える
PL043_01	44	政策探索	月1まとめの『緊急』定義固定＋見落とし防止テンプレ	0.52	注意層（情報過敏/制度不信）＋現役納税層＋対象外感が強い層	政策疲労↓ 情報過負荷↓ 誤解↓ 制度信頼↑ 手続き到達↑	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が最大でSNS不安と政策疲労が高止まり。新規追加より誤解・対象外感・手続き不安の再燃を先に潰す局面。	不安な情報だけが流れてきて、どれが本当に重要か分からず手続きが怖い。
PL043_02	44	政策探索	社会維持natの『参加不能』自動免除＋代替貢献メニュー	0.48	対象外感が強い層＋非婚/非出産選択者＋病気/介護/多忙で参加困難な層	公平感↑ 対象外反発↓ 二極化↓ 制度信頼↑ 政策疲労↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が最大でSNS不安と政策疲労が高止まり。新規追加より誤解・対象外感・手続き不安の再燃を先に潰す局面。	参加したいけど時間も体力もなく、制度が自分を責めてくる感じがして距離を置きたくなる。
WE047	44	世界イベント	エネルギー価格ショック	0.20	全体	生活コスト↑ 子ども意向↓	エネルギー価格圧力	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ44: SNS不安増幅が87.8。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は17.8。	エネルギー圧力が高く、家計と移動・電気代への不安が増える。
FB065	45	社会反応	制度要求の可視化	0.57	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労70.7、生活防衛44.6、制度要求41.4	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB065	45	社会反応	制度要求の可視化	0.57	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労70.7、生活防衛44.6、制度要求41.4	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB066	45	社会反応	生活防衛シフト	0.73	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労70.7、生活防衛44.6、制度要求41.4	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB066	45	社会反応	生活防衛シフト	0.73	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労70.7、生活防衛44.6、制度要求41.4	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE045	45	組織判断	企業・組織の採用育成判断	0.40	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	首都圏業務支援株式会社: 新卒は最小枠維持。中途でAI監査・危機広報対応を補強 / 関東広域ロジスティクス株式会社: 新卒は現場監督・保全を維持。中途は運行・保全・対外説明を増強 / 東北ライフライン保守株式会社: 新卒枠維持。地元推薦強化+中途即戦力拡大	首都圏業務支援株式会社: 新卒枠は細るが、危機対応スキルの早期獲得機会は増える / 関東広域ロジスティクス株式会社: 採用枠は絞り不安増。保全・運行の技能が強みとして可視化される / 東北ライフライン保守株式会社: 安心材料があると応募回復。AI前提で不安も残る 現役側には 首都圏業務支援株式会社: 監査・説明責任業務が増え、現場負荷と再学習圧が上がる / 関東広域ロジスティクス株式会社: 説明責任と多能工化の負荷増。再訓練で配置転換の機会は維持 / 東北ライフライン保守株式会社: 監査・安全対応の負荷増。再配置で技能移転が進む
PL044_01	45	政策探索	異議申立の滞留ゼロ運用（AI優先度付け＋根拠テンプレ）	0.62	注意層（不公平感/監視懸念/制度不信）＋現役納税層＋当事者	副作用圧↓ 制度信頼↑ 公平感↑ 二極化↓ 政策疲労↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧94.5と政策疲労72.4がSNS不安で増幅し、注意層が制度から離脱しかけている。	SNSで『結局もめて時間を取られる制度』に見えて、関わらない方が得だと感じる。
PL044_02	45	政策探索	通知・申請の月1まとめの固定（例外は緊急のみ）＋オフ時の不利益ゼロ宣言	0.50	注意層（情報過敏/手続き離脱）＋対象外感が強い層＋若年単身/非婚層	政策疲労↓ 情報過負荷↓ 手続き到達↑ 制度信頼↑ 対象外反発↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧94.5と政策疲労72.4がSNS不安で増幅し、注意層が制度から離脱しかけている。	生活も雇用も不安なのに通知が多すぎて、読むほど不安が増えると感じる。
FB067	46	社会反応	制度要求の可視化	0.46	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労68.9、生活防衛41.7、公平感欠損36.8	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB067	46	社会反応	制度要求の可視化	0.46	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労68.9、生活防衛41.7、公平感欠損36.8	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB068	46	社会反応	生活防衛シフト	0.68	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労68.9、生活防衛41.7、公平感欠損36.8	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB068	46	社会反応	生活防衛シフト	0.68	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労68.9、生活防衛41.7、公平感欠損36.8	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE046	46	組織判断	企業・組織の採用育成判断	0.44	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	首都圏業務支援株式会社: 新卒は最小枠維持。中途で危機対応・監査運用を補強 / 北関東精密加工株式会社: 新卒は小枠維持。中途は保全/電力/ロボ保守優先、派遣で調整 / 桐野市産業雇用課: 重点業種の採用補助は維持。SNS不安払拭の地域説明会を拡充	首都圏業務支援株式会社: 即戦力化圧力が強まり、若手は監査・危機対応スキル偏重へ / 北関東精密加工株式会社: 不安増で辞退・早期離職リスク↑。技能見える化は安心材料に / 桐野市産業雇用課: 不安情報に振られやすい層を支え、地元就業の納得感を回復 現役側には 首都圏業務支援株式会社: 現場は炎上対応負荷増。監査運用職は需要増も賃上げ余地は薄い / 北関東精密加工株式会社: 変動対応で配置転換が増える。省エネ/保全人材の負荷は上がる / 桐野市産業雇用課: 物価不安下で再配置圧力が増すが、支援窓口で離職を抑制
